speaker	text	label
T	no. it takes dean 9 hours. micah can do it  2/3 times as fast as dean. then you would multiply 9 with 2/3.	2
S	Oh, I understand now. I would calculate the time taken by Micah to finish the marathon by multiplying 9 (the time it took Dean to finish) by 2/3 to get 6 hours. Since Micah runs 2/3 times as fast as Dean, I need to multiply the time it took Dean by 2/3 to get the time it will take Micah.	0
T	can you now calculate the time taken by jake?	2
S	Yes, I can calculate the time taken by Jake to finish the marathon. Since Jake takes 1/3 times more time than Micah, I would calculate the time taken by Jake to finish the marathon by multiplying 6 (the time it took Micah to finish) by 4/3 to get 8 hours.	0
T	good. what next then?	2
S	After calculating the time taken by each person to finish the marathon, I added the times together to get the total time it would take the three to finish the marathon. So I added 9 + 6 + 8 to get 23 hours.	0
T	good	1
T	could you please walk me through your solution?	1
S	Sure. I started by calculating the total amount of sugar in the 12 packs. Each pack has 250 grams, so I multiplied 250 x 12 to get 3000 grams. Then, I realized that there were 20 grams of sugar left in each pack, so I multiplied 20 x 12 to get 240 grams. Finally, I added 3000 and 240 to get 3240 grams.	0
T	the phrase 'If each pack weighs 250 grams and has 20 grams of sugar left' implies that after dividing the sugar into 12 packs , the owner had 20 grams of sugar left.	2
S	Oh, I see. So the owner started with 3240 grams of sugar and after dividing it into 12 packs, he had 20 grams of sugar left in each pack.	0
T	you need to calculate how many grams of sugar did he start with in the first place if after dividing the sugar into 12 packs , the owner had 20 grams of sugar left.	2
S	Got it. So the owner started with 3000 grams of sugar, and after dividing it into 12 packs, he had 20 grams of sugar left in each pack. Therefore, the total amount of sugar he started with is 3000 + 20 = 3240 grams.	0
T	lets revisit the concept of fractions with this small exemplar problem.  you have some chocolates and you distribute it among 15 friends such that each friend gets 3 chocolates, after which you are left with 5 chocolates. then how many chocolates did you have to start with?	3
S	I would start by calculating how many chocolates each friend got. Since each friend got 3 chocolates, that means I distributed 3 x 15 = 45 chocolates. Then, I would add the 5 chocolates I had left to get 45 + 5 = 50 chocolates. So I had 50 chocolates to start with.	0
T	great job. now lets get back to the owner of the store. can you now figure out what is the total amount of sugar that was distributed in the 12 packets and how much sugar was the owner left with after distribution?	2
S	Sure. The owner started with 3240 grams of sugar, and after dividing it into 12 packs, he had 20 grams of sugar left in each pack. So the total amount of sugar he distributed was 3240 - (20 x 12) = 2800 grams, and he was left with 20 x 12 = 240 grams of sugar.	0
S	The owner started with 3000 grams of sugar, and after dividing it into 12 packs, he had 20 grams of sugar left in each pack. Therefore, the total amount of sugar he started with is 3000 + 20 = 3240 grams.	0
S	Oh, I see. The owner started with 3000 grams of sugar, and after dividing it into 12 packs, each pack had 250 grams of sugar. Therefore, the total amount of sugar he distributed was 3000 grams.	0
T	do start with the assumption that he started with 3000 grams of sugar.	2
T	The total weight of the 12 packs of sugar is 250 x 12 = 3000 grams. after this he had 20 grams sugar left. then calculate how much di he start with.	2
S	The owner started with 3000 grams of sugar, and after dividing it into 12 packs, he had 20 grams of sugar left in each pack. Therefore, the total amount of sugar he started with is 3000 + 20 = 3240 grams.	0
T	could you please walk me through your solution	1
S	Sure. I started by figuring out how many tadpoles there were in the pond. I knew there were five frogs, so I multiplied that by three to get 15 tadpoles. Then, I knew two-thirds of the tadpoles would survive to maturity, so I multiplied 15 by two-thirds to get 10 frogs. Finally, I knew the pond could only sustain eight frogs, so I subtracted eight from 10 to get two frogs that would have to find a new pond.	0
T	very good. you got it correct that 10 tadpoles will survive to maturity as frogs. but then how will you calculate that what is the total number of frogs living in the frog pond after the 10 tadpoles matured?	2
S	To get the total number of frogs living in the pond after the 10 tadpoles mature, I would add the original five frogs to the 10 that survived to maturity. So, 5 + 10 = 15 frogs in total.	0
T	excellent. you got is right. do you see where you were mistaking now?	2
S	Yes, I see where I was mistaken. I originally thought that there were 10 frogs in the pond when the tadpoles matured, but there were actually 15 frogs in total.	0
T	what should you do next?	2
S	I should double-check my work and make sure I understand the problem before I move on to the next step.	0
T	then How many frogs will have to find a new pond when the tadpoles grow up?	2
S	Two frogs will have to find a new pond when the tadpoles grow up.	0
T	how is it 2?	2
S	Since the pond can only sustain eight frogs, there will be 10 frogs in total when the tadpoles grow up. To get the number of frogs that have to find a new pond, I subtract eight from 10 to get two. So, two frogs will have to find a new pond.	0
T	but we just established that there will be 15 frogs in the pond after the tadpoles grew. so if the pond can sustain only 8 frogs. how do you get the number of frogs that will have to find a new pond?	2
S	To get the number of frogs that will have to find a new pond, I subtract the number of frogs that the pond can sustain (eight) from the total number of frogs (15). So, 15 - 8 = 7 frogs will have to find a new pond.	0
T	well done	1
T	could you please walk me through your solution	1
S	Sure. Herman will be feeding the birds for 3 months, so he will feed them 3 x 2 = 6 times a day. He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon, so that's 1/2 + 1/2 = 1 cup per day. He needs 1 cup of bird food per day and he will be feeding them for 6 days so he needs 1 x 6 = 6 cups for all three months.	0
T	how did you arrive at the conclusion that Herman will be feeding the birds for 3 months, so he will feed them 3 x 2 = 6 times a day?	3
S	I know that Herman feeds the birds in December, January, and February, which are three months. I also know that he feeds them 1/2 cup in the morning and 1/2 cup in the afternoon, so I multiplied 3 (the number of months) by 2 (the number of times he feeds them each day) to get 6 times a day.	0
T	He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon, so that's 1/2 + 1/2 = 1 cup per day. He needs 1 cup of bird food per day. you have calculated this correctly.  but for how many days does herman feeds the birds if he feeds them in the month of  December, January and February?	2
S	Herman feeds the birds for 6 days, because there are 3 months and he feeds them 2 times a day. So 3 x 2 = 6 days.	0
T	lets revisit the concept of multiplication with this exemplar problem. if you study everyday for two months i.e. january and february then how will you calculate the number of days that you have studied?	3
S	If I study everyday for two months, then I will have studied for 2 x 30 = 60 days. (2 months = 60 days)	0
T	you would have studied for 31 + 28 =59 days, since the number of days in january is 31 and number of days in february is 28.	3
T	take into account the different number of days in each month, and now calculate,  how many days does herman feeds the birds if he feeds them in the month of December, January and February?	2
S	Herman feeds the birds for 6 days, because there are 3 months and he feeds them 2 times a day. So 3 x 2 = 6 days.	0
T	seth. remember the exemplar problem? you have to take into account the different number of days in each month and then add the number of days to get how many days does herman feeds the birds if he feeds them in the month of December, January and February?	2
S	Herman will need 90 cups of food for all three months, because he feeds 1 cup of food per day and he feeds the birds for 90 days. 90 cups of food divided by 6 days = 15 cups of food per day, so he will need 15 cups of food for all three months.	0
T	How many cups of food will he need for all three months?	4
S	Herman will need 90 cups of food for all three months, because he feeds 1 cup of food per day and he feeds the birds for 90 days. 90 cups of food divided by 6 days = 15 cups of food per day, so he will need 15 cups of food for all three months.	0
T	90 cups of food divided by 6 days = 15 cups of food per day, so he will need 15 cups of food for all three months. this part is unnecessary and incorrect. your answer is 90 days itself.	4
S	Oh, I see. Herman will need 90 cups of food for all three months, because he feeds 1 cup of food per day and he feeds the birds for 90 days. So he will need 90 cups of food for all three months.	0
T	great	1
S	Thanks!	0
T	Hello Mariana, please can you talk me through your solution?	1
S	Sure, I multiplied 10 by 1.5 to get 15, which is the number of trees the Albaszu machine is now cutting after its improvement.	0
T	Let's think about this problem to begin with: If a coat was £100 and it increased in price by one and a half, how much would the coat cost now?	3
S	The coat would cost £100 + £150, which is £250. So, if the Albaszu machine was cutting 10 trees daily, and its productivity increased by one and a half, it would now be cutting 10 + (10 x 1.5) = 10 + 15 = 25 trees daily.	0
T	That was great thinking there and you spotted your error without any further prompting - great work Mariana.	1
T	Hello Emily, please could you talk me through your solution?	1
S	Sure. On the first day, I did 30 squats. On the second day, I increased the number of squats by 5, so I did 30+5 = 35 squats. On the third day, I increased the number of squats again by 5, so I did 35+5 = 40 squats. So, on the fourth day, I increased the number of squats again by 5, so I did 40+5 = 45 squats. Therefore, the day after tomorrow (two days from now) will be the third day, and I will perform 40 squats.	0
T	If today is Thursday and tomorrow is Friday, what will the day after tomorrow be?	3
S	The day after tomorrow will be Saturday.	0
T	So If today is Thursday, how many days is it until Saturday?	3
S	It is two days until Saturday.	0
T	Let's go back to the problem, how many squats did I do today?	2
T	Are you sure?	2
S	Yes, I am sure. The problem states that you did 30 squats yesterday, and each day you plan to increase your number of squats by 5 more than the previous day. So today you would have done 30 squats.	0
T	But, if I did 30 yesterday, and I am increasing by 5 each day, how should I have done today?	2
S	Today you should have done 35 squats. You increased the number of squats by 5 each day, so yesterday you did 30 squats and today you should have done 35 squats.	0
S	Tomorrow you will do 40 squats. You increased the number of squats by 5 each day, so today you did 35 squats and tomorrow you will do 40 squats.	0
T	Do you want to change your answer now?	2
S	Yes, I want to change my answer. The day after tomorrow I will do 40 squats, not 45 squats as I had previously said.	0
T	Can you write out how many squats each day:	2
S	Sure. On the first day, I did 30 squats. On the second day, I will do 30+5 = 35 squats. On the third day, I will do 35+5 = 40 squats. So, on the fourth day, I will do 40+5 = 45 squats. Therefore, the day after tomorrow (two days from now) will be the third day, and I will perform 40 squats.	0
T	The day after tomorrow is two days away but you didn't do 30 squats today did you? Yesterday 30; today 35; tomorrow ... the day after tomorrow ...	4
T	So the answer to the question is?	2
S	The answer to the question is that I will do 40 squats the day after tomorrow.	0
T	I'm afraid you are wrong Emily. If you did 35 squats today, you will do 40 tomorrow and 45 the day after tomorrow. The answer is 45.	4
S	Oh, I see. The answer is 45 squats the day after tomorrow.	0
T	Hello Brenda, please can you talk me through your solution?	4
S	Sure. My solution was that Melany needs 4 x 5000 = 20000 feet of wire mesh to fence the field. The cost of 1 foot of wire mesh is $30, so 20000 feet of wire mesh would cost $30 x 20000 = $600000. Melany has $120000, so she can afford 120000/30 = 4000 feet of wire mesh. Therefore, she will not be able to fence 20000 - 4000 = 16000 feet of the field.	0
T	Can you explain where 4 x 5000 came from?	2
S	4 x 5000 came from the fact that Melany needs to fence a 5000 feet square field. So, she would need 4 sides of 5000 feet each to fence the entire field.	0
T	Does the question say that 5000 feet is one side of the square or is it the total length of the fence?	2
S	The question says that 5000 feet is the total length of the fence. So, she would need 4 sides of 5000 feet each to fence the entire field.	0
T	Great, so if the total length of the fence Melany needs is 500 feet, how long would each side be?	2
S	If the total length of the fence Melany needs is 500 feet, then each side would be 500/4 = 125 feet.	0
T	Can you see now that we don't need to multiply the 5000 by 4 because 5000 is the total?	2
S	Yes, I can see that now. We don't need to multiply the 5000 by 4 because 5000 is the total length of the fence, so Melany only needs to fence one side of the square field.	0
T	No, she needs to fence the whole field but the total length of the field is 5000 feet (each side would be 1250 feet long).You have already worked out that Melany can afford 4000 feet of wire mesh so how much of her field will she not be able to fence?	4
T	She doesn't need 20000 feet she only needs 5000 feet.	4
S	Oh, I see. Melany will not be able to fence 5000 - 4000 = 1000 feet of the field. 1000	0
T	That is correct but do you understand why it is 5000 - 4000 and not 20000 - 4000?	2
S	Yes, I understand now. Since the total length of the fence Melany needs is 5000 feet, she only needs to fence one side of the square field. So, she will not be able to fence 5000 - 4000 = 1000 feet of the field.	0
T	Well done	1
T	Hello Scott, please can you explain your solution?	1
S	Sure. I started by letting X be the number of floors in Building B. Then I used the given information to calculate the number of floors in Building A and Building C. For Building A, I subtracted 9 from X to get X - 9 floors. For Building C, I multiplied X by 5 and then subtracted 6 to get 5X - 6 floors. Finally, I substituted X - 9 for the number of floors in Building A and solved the equation to get X = 45. This means that Building C has 5X - 6 = 5 * 45 - 6 = 219 floors.	0
S	Building B has 45 floors.	0
T	Building A has 4 floors, which is 9 less than Building B. So Building B has?	2
S	Building B has 45 floors, since Building A has 4 floors which is 9 less than Building B.	0
T	45 - 4 =	3
S	41. Building B has 41 floors.	0
T	Can you write a statement to show me the relationship between Buildings A and B?	2
S	Building A has 4 floors, which is 9 less than Building B, so Building B has 45 floors.	0
T	Building A + 9 = Building B. Therefore, 4 + 9 = Building B and Building B has 13 floors.	4
S	That's correct. Building A has 4 floors, which is 9 less than Building B, so Building B has 45 floors. 4 + 9 = 13, and Building B has 45 floors.	0
T	Where are you gettign 45 from?	4
S	45 is the result of the equation 5X - 6 = 5 * (X - 9) - 6. When I substituted X - 9 for the number of floors in Building A, I got 5X - 6 = 5X - 51. Simplifying the equation, I got 45 = 0X, which means that X = 45. Therefore, Building B has 45 floors.	0
T	5x is to do with Building C so let's ignore that for now. Just focus on how many floors Building B has please.	4
S	Building A has 4 floors, which is 9 less than Building B, so Building B has 45 floors. 4 + 9 = 13, and Building B has 45 floors.	0
T	Building B has 13 floors (4 + 9). Using this we can work out Building C as 13 times 5 - 6.	4
S	That's correct. Building B has 13 floors (4 + 9), so Building C has 13 * 5 - 6 = 65 floors.	0
T	What is 13 x 5?	2
S	13 x 5 = 65. Therefore, Building C has 65 floors.	0
S	That's right. Building C has 65 - 6 = 59 floors.	0
T	Well done.	1
T	Hello Stephanie, please can you explain your solution?	1
S	Sure, I started by calculating twice the number of pages Coral read on night 1, which is 2*30 = 60 pages. Then I subtracted 2 from that to get the number of pages she read on night 2, which is 60-2 = 58 pages. After that I added the number of pages she read on night 1 and night 2 to get the sum, which is 30+58 = 88 pages. Finally, I added 3 more pages to the sum to get the total number of pages she read in 3 nights, which is 88+3 = 91 pages.	0
T	How many pages does she read on day 1?	2
S	On night 1, Coral reads 30 pages.	0
T	I can see you have lots of the elements of the question correct but you haven't got to the final answer. Can you reread the question first and see if you can spot the final step?	2
S	Sure. The question states that on night 3 Coral reads 3 more pages than the sum of the first two nights. So, I need to add the number of pages she read on night 1 and night 2, which is 30+58 = 88 pages, and then add 3 more pages to get the total number of pages she read in 3 nights, which is 88+3 = 91 pages.	0
T	If I read 5 pages today, 8 pages yesterday and 12 pages the day before yesterday how many pages have a read altogether over the 3 days?	3
S	I would add the number of pages I read today, yesterday and the day before yesterday to get the total number of pages I read over the 3 days. So, 5+8+12 = 25 pages.	0
T	So the question is asking: How many total pages did Coral read in 3 nights?	2
S	The question is asking how many total pages Coral read in 3 nights. To answer this, I need to add the number of pages she read on night 1 and night 2, which is 30+58 = 88 pages, and then add 3 more pages to get the total number of pages she read in 3 nights, which is 88+3 = 91 pages.	0
T	She read 91 pages on day 3 but you need to know how much she read over the three days so day 1 + day 2 + day 3.	2
T	Day 1 (30) + day 2 (58) +day 3 (91) =	2
S	Yes, the total number of pages Coral read in 3 nights is 30+58+3 = 91 pages.	0
T	Altogether Coral has read 179 pages in three days. 30+ 58 + 91 = 179. Do you understand?	4
S	Yes, I understand. The total number of pages Coral read in 3 nights is 30+58+3 = 91 pages, which is equal to 30+58+91 = 179 pages.	0
T	Okay	1
T	Good morning, Scott. Can you please share your solution with me.	1
S	Hi, my solution is that there are 36 more balloons touching the ceiling than not. I used the fact that each helium-filled balloon touches the ceiling and that there were 50 balloons bought and 1800cm³ of helium, which is enough to fill 36 balloons.	0
T	I like that you were able to determine that 36 balloons have helium and 14 balloons have normal air. Let's focus just on those balloons. Of those balloons, how many more touch the ceiling than don't touch the ceiling?	2
S	Of the 36 helium-filled balloons, all of them are touching the ceiling. Of the 14 balloons filled with air, none of them are touching the ceiling. So there are 36 more balloons touching the ceiling than not.	0
T	Well try to focus on the group of balloons as a whole. We have 36 helium and 14 plain air. Of those balloons, how many MORE touch the ceiling than don't?	2
T	Ok but we have two groups of balloons, ones with helium (36) and ones with normal air (14). How many more touch the ceiling than not?	3
S	Of the 36 helium-filled balloons, all of them are touching the ceiling. Of the 14 balloons filled with air, none of them are touching the ceiling. So there are 36 more balloons touching the ceiling than not.	0
T	Yes 36 will touch the ceiling, but the questions asks how many more touch the ceiling. So if 36 touch the ceiling and 14 don't touch the ceiling, how many more is that?	2
S	36 more balloons are touching the ceiling than not. 36-0 = 36.	0
T	But 14 can't touch the ceiling because they are filled with normal air. So how many more is what they want to know	2
T	But 14 can't touch the ceiling because they are filled with normal air. So how many more is what they want to know	2
S	36 more balloons are touching the ceiling than not. 36 helium-filled balloons are touching the ceiling and 14 balloons filled with air are not touching the ceiling. So 36 more balloons are touching the ceiling than not.	0
T	Hi Michael, let's look at your solution. Would 32 jalapenos in one sandwich make sense?	2
S	No, that doesn't make sense. I should have multiplied 4 jalapeno strips by 8 slices, which is 32 slices per sandwich. So for 8 hours, the Sandwich Shop needs 96 sandwiches x 32 slices = 3072 jalapeno slices. Since there are 8 slices per jalapeno, they need 3072/8 = 384 jalapeno peppers.	0
T	But let's look again, the question tells you that each sandwich uses 4 strips of pepper. Not 32.	2
S	Oh, right. I see what I did wrong. I should have multiplied 4 jalapeno strips by 8 slices, which is 32 slices per sandwich. So for 8 hours, the Sandwich Shop needs 96 sandwiches x 4 strips = 384 jalapeno strips. Since there are 8 slices per jalapeno, they need 384/8 = 48 jalapeno peppers.	0
T	You're repeating the same error. You're saying each sandwich has 32 slices of pepper. But we know each sandwich has 4 slices of pepper.	4
S	Ah, I see what I did wrong. I was confused because I was thinking of the 8 slices per jalapeno. I should have multiplied 4 jalapeno strips by 1 jalapeno, which is 4 strips per sandwich. So for 8 hours, the Sandwich Shop needs 96 sandwiches x 4 strips = 384 jalapeno strips. Since there are 8 slices per jalapeno, they need 384/8 = 48 jalapeno peppers.	0
S	For 1 sandwich, the Sandwich Shop needs 4 jalapeno strips, which is 4/8 = 0.5 jalapeno peppers.	0
T	Right. So one sandwich uses 0.5 peppers. Now looks look at the part that says the shop serves a sandwich every 5 minutes. In one hour, or 60 minutes, how many sandwiches are sold then?	2
T	Claire, you did a great job figuring out that Tedra had 700 kg of tomatoes left. That is what the question wanted us to find. Why did you go back to how much was harvested even after you solved the problem?	2
S	I went back to the beginning because I wanted to make sure I had the right answer. I wanted to make sure I had accounted for all the tomatoes that were harvested and given away, so I went back and checked my calculations.	0
T	Oh that makes sense. But then you said 0 were remaining, but you had already determined 700 were remaining?	2
T	Yes that is correct. Does your answer make sense now?	2
S	Yes, it makes sense now. Thanks for helping me understand the problem better.	0
T	Alejandra, I like how you determined that Gavin had 1460 dreams. The question then says he had twice as many dreams as last year. Why did you choose to use 1/2 to represent the word twice?	2
S	I chose to use 1/2 to represent the word twice because I thought it was the easiest way to represent the number of dreams Gavin had last year. I realized that if I multiplied 1460 by 2, I would get the total number of dreams for both years, instead of just the number of dreams for last year.	0
S	The word twice means two times or twice the amount. In this case, it means that Gavin had twice as many dreams last year as he had this year.	0
T	Right, so if he had 1460 this year, and he had two times that last year, how many did he have last year?	3
S	Gavin had 1460 dreams this year, so he had twice that amount, or 2 x 1460 = 2920 dreams last year.	0
T	That's right. So you have determined how many dreams he had last year and this year. Now the question asks the total dreams in those two years.	2
S	The total number of dreams Gavin had in the two years is 2920 dreams last year + 1460 dreams this year = 4380 dreams.	0
T	Luca, let's first try to determine on a normal day how long it would take to fill the barrel.	2
S	On a normal day, it would take 3 minutes to fill a barrel.	0
T	So on a normal day how long would it then take to fill 12 barrels?	3
S	On a normal day, it would take 36 minutes to fill 12 barrels.	0
T	With the leak we know it takes 5 minutes to fill one barrel, so how long for 12 barrels?	2
S	With the leak, it would take 60 minutes to fill 12 barrels, which is 24 minutes longer than on a normal day.	0
T	How many ounces of water did he fill the tub with?	3
T	That's right. And how many ounces of water did he remove?	3
S	Oliver removed 3 buckets of water, which is equal to 1320 ounces of water.	0
T	So if Oliver uses 1320 ounces of water a day for his bath, how many ounces does he use in a whole week?	3
S	Oliver uses 1320 x 7 = 9240 ounces of water in a week.	0
T	Good!	1
T	How many stops total does the delivery person need to make?	3
S	The delivery person needs to make 12 stops total.	0
T	Not quite. There are 12 pizzas, and 2 of the stops are for two pizzas.	3
S	Oh, right. The delivery person needs to make 12 - 2 = 10 stops total.	0
T	That's right! And how many minutes does he have to deliver the pizzas?	3
S	The delivery person has 40 minutes to deliver all the pizzas.	0
T	Good. So how much time does he have for each stop?	3
S	He has 40 minutes to deliver all the pizzas, so needs to average 40/10 = 4 minutes per stop.	0
T	You're on the right track, but your fractions are not added correctly	2
S	Oh, I see. So it should be 1/6 + 35/100 + 5/12 = 11/20 + 21/60 + 25/60 = 57/60. That means the fraction of students who do not read novels is 1 - 57/60 = 3/60. Then the number of students who do not read novels is 3/60 x 240 = 12	0
S	The common denominator of 6, 100, and 12 is 60	0
T	Good. So what is the sum of those 3 fractions?	3
S	The sum of 1/6, 35/100, and 5/12 is 11/20 + 21/60 + 25/60 = 57/60	0
T	11/20 is not correct	4
S	Oh, I see. So the sum of 1/6, 35/100, and 5/12 is 1/6 + 35/100 + 5/12 = 5/30 + 21/60 + 25/60 = 57/60	0
T	What is 1/6 with 60 as a denominator?	3
S	1/6 with 60 as a denominator is 10/60	0
T	What is 1/6 of 240?	3
S	1/6 of 240 is 40	0
T	Good. And what is 35% of 240?	3
S	35% of 240 is 84	0
T	Great. And what is 5/12 of 240?	3
S	5/12 of 240 is 100	0
T	Great. And what is the sum of those 3 numbers?	3
S	The sum of 40, 84, and 100 is 224	0
T	So how many students out of 240 do not read?	3
S	224 students out of 240 read novels, so 16 students out of 240 do not read novels	0
T	Good	1
T	If James is 30 now, how old will he be in 5 years?	3
T	If James is 30 now, how old will he be in 5 years?	3
T	Good. And in 5 years, Matt will be twice as old as James. How can we write that as an equation?	3
S	We can write that as 2(x+5)=35, where x is Matt's current age.	0
T	Careful. Where should the 2 be in your equation?	3
S	The 2 should be in front of the parentheses, so the equation should be 2(x+5)=35.	0
T	The 2 should be on the other side of the equal sign	3
S	Oh, right. The equation should be 2x+10=35.	0
T	Not exactly. What is twice the age that James will be in 5 years?	3
S	Twice the age that James will be in 5 years is 70. Therefore, the equation should be 2x+10=70.	0
T	If Matt will be 70 in 5 years, how old is he now?	3
S	Matt is currently 12.5 years old.	0
T	Try again	2
S	To find Matt's current age, we can rearrange the equation 2x+10=70 to x=30. Therefore, Matt is currently 30 years old.	0
T	If x+5=2*35, what is x?	4
S	x=30. Since x+5=2*35, we can rearrange the equation to x=30. Therefore, x=30.	0
T	Check your math again	3
S	To find x, we can rearrange the equation x+5=2*35 to x=30-5. Therefore, x=25.	0
T	What is 2*35?	4
S	2*35 is 70.	0
T	That's right. And what if you subtract 5 from both sides?	3
S	If we subtract 5 from both sides of the equation x+5=2*35, we get x=30-5, which simplifies to x=25.	0
T	What is 70-5?	3
S	70-5 is 65.	0
T	Good	1
T	If a large puzzle costs $15, and a large and small puzzle together cost $23, how much does a small puzzle cost?	3
S	A small puzzle costs $4.	0
T	Try again	4
S	To find the cost of a small puzzle, we can subtract the cost of the large puzzle from the cost of the large and small puzzle together. So, $23 - $15 = $8. We can then divide this by 2 to get the cost of a small puzzle, which is $4.	0
T	We don't need to divide by 2.	4
S	We can solve this problem by subtracting the cost of the large puzzle from the cost of the large and small puzzle together. This gives us the cost of the small puzzle, which is $8.	0
T	Good! And how many small puzzles do we want to buy?	3
S	We want to buy 1 large and 3 small puzzles.	0
T	That's right. So how much will that cost altogether?	3
T	Remember that each small puzzle costs $8	4
S	That's right. So 1 large puzzle is $15 and 3 small puzzles are $24, which makes the total cost $27.	0
T	What is 15 + 24?	3
S	15 + 24 = 39.	0
T	Good	1
T	Hi Claire can you talk me through your solution?	1
S	Sure. I started by calculating the cost of the car, which was $35000. Then I added the amount Mike needed to take from the bank, which was $20000. So in total, he needed to pay $35000 + $20000 = $55000. Then I calculated the interest rate of 15%, which was 15/100 x $20000 = $3000. So in total, Mike needs to pay $55000 + $3000 = $58000 for the car.	0
T	wow. That's an expensive loan. Shall we first calculate the 15% interest on the 20,000 from the bank. How would you do this?	2
S	Sure. To calculate the interest rate of 15%, I would multiply 15/100 by the amount Mike borrowed from the bank, which was $20000. So 15/100 x $20000 = $3000. This is the amount of interest Mike needs to pay on the loan.	0
T	Good. so if he paid $3000 interest on the 20,000 loan- how much did the car cost him in total?	2
S	The car cost $35000, plus the $3000 in interest, so in total Mike needs to pay $35000 + $3000 = $38000 for the car.	0
S	Yes, I initially added the amount Mike needed to take from the bank to the cost of the car, but I forgot to include the interest rate of 15% on the loan. So in total, Mike needs to pay $35000 + $3000 = $38000 for the car.	0
T	brill, well done!	2
T	Hi Ronny, please could you tell me how many eggs were cracked?	2
S	9 eggs were cracked.	0
T	Are you sure? 3 eggs were broken, and twice as many were cracked.	2
S	Oh, I see. So the number of cracked eggs is 3 + 6 = 9. The difference between the number of perfect eggs and the number of cracked eggs is 15 - 9 = 6.	0
T	Not quite. The answer asks for the difference between the cracked and perfect eggs. Not broken. so what do you need to do>?	2
S	I need to subtract the number of perfect eggs (15) from the number of cracked eggs (9) to get the difference between the cracked and perfect eggs, which is 6.	0
T	Okay, can you tell me how many were cracked?	2
S	9 eggs were cracked.	0
T	Are you sure? 3 eggs were broken, and twice as many were cracked.	2
S	Yes, I'm sure. 3 eggs were broken and 6 eggs were cracked, so the total number of cracked eggs is 3 + 6 = 9.	0
T	Not quite. only 6 were cracked. so what's the difference between 15 and 6?	4
S	The difference between 15 and 6 is 9. So the difference between the number of perfect eggs and the number of cracked eggs is 15 - 6 = 9.	0
T	Good, can you see where you were going wrong?	2
S	Yes, I was adding the number of broken eggs and the number of cracked eggs together instead of subtracting the number of perfect eggs from the number of cracked eggs.	0
T	Hi Mariana, please could you walk me through your solution?	2
S	Sure, so first I calculated that 18 decks have a total of 55 x 18 = 990 cards. Then I realized that since Jame can tear 30 cards at a time, he needs to tear 990 cards / 30 cards per tear = 33 tears in total. After that, I figured out that if he tears cards 3 times a week, then he can tear 3 x 33 = 99 cards per week. Finally, I concluded that he can tear all 990 cards in 990 / 99 = 10 weeks.	0
T	Okay, let's start from the beginning. How many cards can Jame tear in a week?	2
T	does 30 x 3= 99?	2
S	Yes, 30 x 3 = 99.	0
T	Not Quite. 30x3= 90. So how many cards does Jame tear a week?	4
S	Jame can tear 99 cards per week. He can tear 30 cards at a time, so he needs to tear 3 x 33 = 99 cards per week.	0
T	No. He tears 90 a week. How many cards does he have in total?	4
S	Jame has a total of 55 x 18 = 990 cards. He can tear 30 cards at a time, so he needs to tear 990 cards / 30 cards per tear = 33 tears in total.	0
S	Oh, right. He can tear all 990 cards in 990 / 90 = 11 weeks.	0
T	Brilliant, well done. Can you tell me where you were going wrong?	1
S	I was going wrong by calculating that he can tear 99 cards per week instead of 90 cards per week. I was also wrong in calculating that he can tear all 990 cards in 990 / 99 = 10 weeks instead of 990 / 90 = 11 weeks.	0
T	Hi Stephanie, could you walk me through your solution?	1
S	Sure. I started by calculating the grinding gameplay, which is 100 x 0.8 = 80 hours. Then I added the total gameplay that is not enjoyable, which is 80 + 100 = 180 hours. So, I concluded that James has 100 + 30 - 180 = -50 hours of enjoyable gameplay. Since it doesn't make sense to have negative hours of gameplay, I determined that James doesn't get any enjoyable gameplay from this game.	0
T	Okay, let's start from the beginning. In the question is states that 80% of the 100 hours is boring grinding play. How do you calculate the boring hourse?	2
S	To calculate the boring hours, I multiplied 100 by 0.8, which gives me 80 hours.	0
T	Good, so 80 hours out of the 100 are boring. How many of the 100 are enjoyable?	2
S	The remaining 100 - 80 = 20 hours are enjoyable. Then when we add the 30 hours of enjoyable gameplay from the expansion, we get a total of 50 hours of enjoyable gameplay.	0
T	Good, well done. Please could you tell me where you were going wrong in your solution?	1
S	I was incorrectly adding the 100 hours of grinding gameplay to the 30 hours of enjoyable gameplay from the expansion, which gave me a total of 130 hours of gameplay. I should have subtracted the 80 hours of grinding gameplay from the 100 hours of total gameplay to get the 20 hours of enjoyable gameplay, and then added the 30 hours of enjoyable gameplay from the expansion to get the total of 50 hours of enjoyable gameplay.	0
T	Hi Alejandra, could you tell me how many jumps Bobby can now do as an adult per minute?	2
S	Bobby can jump 60 jumps per minute as an adult.	0
T	Good, well done. How many did he do as a child?	2
S	Bobby could jump 30 jumps per minute as a child.	0
T	So what's the difference between his jumps, from child to adult?	2
S	Bobby can jump 30 more jumps per minute as an adult than when he was a child.	0
T	Good. that's the correct answer. Can you look over your solution and tell me where you were going wrong?	2
S	I had incorrectly calculated the difference between Bobby's jumps as 1800 instead of 30. I had multiplied the difference between the number of jumps per minute (60 - 30) by 60 instead of just taking the difference.	0
T	Explain	1
